source	target	relation	source_group	target_group	reason	file
ir_celtic_pannonian	ir_dobunnian	positive	ir_gallic_g	ir_britannic_g	group_positive	ir_gallic_g.txt
ir_celtic_pannonian	ir_hibernian	positive	ir_gallic_g	ir_gaelic_g	group_positive	ir_gallic_g.txt
ir_celtician	ir_carnuti	positive	ir_celt_iberia_g	ir_gallic_g	group_positive	ir_celt_iberia_g.txt
ir_celtician	ir_celtiberian	kindred	ir_celt_iberia_g	ir_celt_iberia_g	same_group_kindred	ir_celt_iberia_g.txt
ir_celtician	ir_couneian	kindred	ir_celt_iberia_g	ir_celt_iberia_g	same_group_kindred	ir_celt_iberia_g.txt
ir_celtician	ir_indiketian	positive	ir_celt_iberia_g	ir_iberia_g	group_positive	ir_celt_iberia_g.txt
ir_celtician	ir_samnite	positive	ir_celt_iberia_g	ir_latin_g	group_positive	ir_celt_iberia_g.txt
ir_celtician	ir_tylian	positive	ir_celt_iberia_g	ir_celto_pannonian_group_g	group_positive	ir_celt_iberia_g.txt
ir_cetianian	ir_capariensian	kindred	ir_numidian_g	ir_numidian_g	same_group_kindred	ir_numidian_g.txt
ir_cetianian	ir_daphnitaean	kindred	ir_numidian_g	ir_numidian_g	same_group_kindred	ir_numidian_g.txt
ir_cetianian	ir_edetanian	positive	ir_numidian_g	ir_iberia_g	group_positive	ir_numidian_g.txt
ir_cetianian	ir_egyptian	positive	ir_numidian_g	ir_north_african_g	group_positive	ir_numidian_g.txt
ir_cetianian	ir_gyzantian	positive	ir_numidian_g	ir_fezzani_g	group_positive	ir_numidian_g.txt
ir_cetianian	ir_shan	positive	ir_numidian_g	ir_pu_g	group_positive	ir_numidian_g.txt
ir_cheran	ir_assaka	kindred	ir_indian_g	ir_indian_g	same_group_kindred	ir_indian_g.txt
ir_cheran	ir_cholan	kindred	ir_indian_g	ir_indian_g	same_group_kindred	ir_indian_g.txt
ir_cheran	ir_dhivehi	positive	ir_indian_g	ir_aryan_g	group_positive	ir_indian_g.txt
ir_cheran	ir_kalingan	positive	ir_indian_g	ir_pracyan_g	group_positive	ir_indian_g.txt
ir_cheran	ir_yarlung	positive	ir_indian_g	ir_tibetan_g	group_positive	ir_indian_g.txt
ir_chernolian	ir_budinian	kindred	ir_baltic_g	ir_baltic_g	same_group_kindred	ir_baltic_g.txt
ir_chernolian	ir_cimbrian	positive	ir_baltic_g	ir_germanic_g	group_positive	ir_baltic_g.txt
ir_chernolian	ir_melanchlaenian	kindred	ir_baltic_g	ir_baltic_g	same_group_kindred	ir_baltic_g.txt
ir_chernolian	ir_mordvin	positive	ir_baltic_g	ir_finnic_group_g	group_positive	ir_baltic_g.txt
ir_chernolian	ir_talaiotic	positive	ir_baltic_g	ir_proto_european_g	group_positive	ir_baltic_g.txt
ir_cholan	ir_cheran	kindred	ir_indian_g	ir_indian_g	same_group_kindred	ir_indian_g.txt
ir_cholan	ir_gandhari	positive	ir_indian_g	ir_aryan_g	group_positive	ir_indian_g.txt
ir_cholan	ir_kamarupi	positive	ir_indian_g	ir_pracyan_g	group_positive	ir_indian_g.txt
ir_cholan	ir_kannadan	kindred	ir_indian_g	ir_indian_g	same_group_kindred	ir_indian_g.txt
ir_cholan	ir_zhangzhung	positive	ir_indian_g	ir_tibetan_g	group_positive	ir_indian_g.txt
ir_cilician	ir_arcadian	positive	ir_anatolian_g	ir_hellenic_g	group_positive	ir_anatolian_g.txt
ir_cilician	ir_cataonian	kindred	ir_anatolian_g	ir_anatolian_g	same_group_kindred	ir_anatolian_g.txt
ir_cilician	ir_elamite	positive	ir_anatolian_g	ir_persia_g	group_positive	ir_anatolian_g.txt
ir_cilician	ir_gelaean	positive	ir_anatolian_g	ir_caucasian_g	group_positive	ir_anatolian_g.txt
ir_cilician	ir_isaurian	kindred	ir_anatolian_g	ir_anatolian_g	same_group_kindred	ir_anatolian_g.txt
ir_ciliciote	ir_bithynian	positive	ir_hellenic_g	ir_thrace_group_g	group_positive	ir_hellenic_g.txt
ir_ciliciote	ir_carian	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_ciliciote	ir_cretan	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_ciliciote	ir_lydian	positive	ir_hellenic_g	ir_anatolian_g	group_positive	ir_hellenic_g.txt
ir_ciliciote	ir_paeonian	positive	ir_hellenic_g	ir_illyrian_group_g	group_positive	ir_hellenic_g.txt
ir_ciliciote	ir_venetic	positive	ir_hellenic_g	ir_latin_g	group_positive	ir_hellenic_g.txt
ir_cimbrian	ir_bastarnae	kindred	ir_germanic_g	ir_germanic_g	same_group_kindred	ir_germanic_g.txt
ir_cimbrian	ir_bellovacian	positive	ir_germanic_g	ir_belgae_group_g	group_positive	ir_germanic_g.txt
ir_cimbrian	ir_chernolian	positive	ir_germanic_g	ir_baltic_g	group_positive	ir_germanic_g.txt
ir_cimbrian	ir_frisian	kindred	ir_germanic_g	ir_germanic_g	same_group_kindred	ir_germanic_g.txt
ir_cimbrian	ir_mordvin	positive	ir_germanic_g	ir_finnic_group_g	group_positive	ir_germanic_g.txt
ir_cimbrian	ir_talaiotic	positive	ir_germanic_g	ir_proto_european_g	group_positive	ir_germanic_g.txt
ir_cimmerian	ir_agathyrsian	kindred	ir_scythian_east_g	ir_scythian_east_g	same_group_kindred	ir_scythian_east_g.txt
ir_cimmerian	ir_derbiccan	positive	ir_scythian_east_g	ir_scythia_g	group_positive	ir_scythian_east_g.txt
ir_cimmerian	ir_gelonian	kindred	ir_scythian_east_g	ir_scythian_east_g	same_group_kindred	ir_scythian_east_g.txt
ir_cimmerian	ir_margian	positive	ir_scythian_east_g	ir_bactrian_g	group_positive	ir_scythian_east_g.txt
ir_cimmerian	ir_nuragic	positive	ir_scythian_east_g	ir_proto_european_g	group_positive	ir_scythian_east_g.txt
ir_colchian	ir_caspian	kindred	ir_caucasian_g	ir_caucasian_g	same_group_kindred	ir_caucasian_g.txt
ir_colchian	ir_cataonian	positive	ir_caucasian_g	ir_anatolian_g	group_positive	ir_caucasian_g.txt
ir_colchian	ir_gelaean	kindred	ir_caucasian_g	ir_caucasian_g	same_group_kindred	ir_caucasian_g.txt
ir_contestanian	ir_bastetanian	kindred	ir_iberia_g	ir_iberia_g	same_group_kindred	ir_iberia_g.txt
ir_contestanian	ir_cantabrian	positive	ir_iberia_g	ir_celt_iberia_g	group_positive	ir_iberia_g.txt
ir_contestanian	ir_capariensian	positive	ir_iberia_g	ir_numidian_g	group_positive	ir_iberia_g.txt
ir_contestanian	ir_edetanian	kindred	ir_iberia_g	ir_iberia_g	same_group_kindred	ir_iberia_g.txt
ir_contestanian	ir_ligurian	positive	ir_iberia_g	ir_latin_g	group_positive	ir_iberia_g.txt
ir_coritani	ir_biturigan	positive	ir_britannic_g	ir_gallic_g	group_positive	ir_britannic_g.txt
ir_coritani	ir_cantian	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_coritani	ir_cornovian	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_coritani	ir_hibernian	positive	ir_britannic_g	ir_gaelic_g	group_positive	ir_britannic_g.txt
ir_coritani	ir_morinian	positive	ir_britannic_g	ir_belgae_group_g	group_positive	ir_britannic_g.txt
ir_cornovian	ir_boian	positive	ir_britannic_g	ir_gallic_g	group_positive	ir_britannic_g.txt
ir_cornovian	ir_coritani	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_cornovian	ir_damnonian	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_cornovian	ir_manavian	positive	ir_britannic_g	ir_gaelic_g	group_positive	ir_britannic_g.txt
ir_cornovian	ir_nervian	positive	ir_britannic_g	ir_belgae_group_g	group_positive	ir_britannic_g.txt
ir_corsian	ir_aestian	positive	ir_proto_european_g	ir_baltic_g	group_positive	ir_proto_european_g.txt
ir_corsian	ir_agathyrsian	positive	ir_proto_european_g	ir_scythian_east_g	group_positive	ir_proto_european_g.txt
ir_corsian	ir_alani	positive	ir_proto_european_g	ir_scythia_g	group_positive	ir_proto_european_g.txt
ir_corsian	ir_anglian	positive	ir_proto_european_g	ir_germanic_g	group_positive	ir_proto_european_g.txt
ir_corsian	ir_nuragic	kindred	ir_proto_european_g	ir_proto_european_g	same_group_kindred	ir_proto_european_g.txt
ir_corsian	ir_talaiotic	kindred	ir_proto_european_g	ir_proto_european_g	same_group_kindred	ir_proto_european_g.txt
ir_cossian	ir_carmanian	kindred	ir_persia_g	ir_persia_g	same_group_kindred	ir_persia_g.txt
ir_cossian	ir_cataonian	positive	ir_persia_g	ir_anatolian_g	group_positive	ir_persia_g.txt
ir_cossian	ir_dhivehi	positive	ir_persia_g	ir_aryan_g	group_positive	ir_persia_g.txt
ir_cossian	ir_elamite	kindred	ir_persia_g	ir_persia_g	same_group_kindred	ir_persia_g.txt
ir_cossian	ir_kharesmian	positive	ir_persia_g	ir_scythia_g	group_positive	ir_persia_g.txt
ir_cossian	ir_saka	positive	ir_persia_g	ir_bactrian_g	group_positive	ir_persia_g.txt
ir_costoboci	ir_caucoensi	kindred	ir_dacia_group_g	ir_dacia_group_g	same_group_kindred	ir_dacia_group_g.txt
ir_costoboci	ir_dacian	kindred	ir_dacia_group_g	ir_dacia_group_g	same_group_kindred	ir_dacia_group_g.txt
ir_cotinian	ir_bellovacian	positive	ir_gallic_g	ir_belgae_group_g	group_positive	ir_gallic_g.txt
ir_cotinian	ir_celtic_pannonian	kindred	ir_gallic_g	ir_gallic_g	same_group_kindred	ir_gallic_g.txt
ir_cotinian	ir_dumnonian	positive	ir_gallic_g	ir_britannic_g	group_positive	ir_gallic_g.txt
ir_cotinian	ir_elesycian	positive	ir_gallic_g	ir_celt_iberia_g	group_positive	ir_gallic_g.txt
ir_cotinian	ir_eravisci	kindred	ir_gallic_g	ir_gallic_g	same_group_kindred	ir_gallic_g.txt
ir_cotinian	ir_manavian	positive	ir_gallic_g	ir_gaelic_g	group_positive	ir_gallic_g.txt
ir_couneian	ir_celtic_pannonian	positive	ir_celt_iberia_g	ir_gallic_g	group_positive	ir_celt_iberia_g.txt
ir_couneian	ir_celtician	kindred	ir_celt_iberia_g	ir_celt_iberia_g	same_group_kindred	ir_celt_iberia_g.txt
ir_couneian	ir_elesycian	kindred	ir_celt_iberia_g	ir_celt_iberia_g	same_group_kindred	ir_celt_iberia_g.txt
ir_couneian	ir_galatian	positive	ir_celt_iberia_g	ir_celto_pannonian_group_g	group_positive	ir_celt_iberia_g.txt
ir_couneian	ir_lacetanian	positive	ir_celt_iberia_g	ir_iberia_g	group_positive	ir_celt_iberia_g.txt
ir_couneian	ir_siculian	positive	ir_celt_iberia_g	ir_latin_g	group_positive	ir_celt_iberia_g.txt
ir_cretan	ir_bruttian	positive	ir_hellenic_g	ir_latin_g	group_positive	ir_hellenic_g.txt
ir_cretan	ir_ciliciote	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_cretan	ir_cypriot	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_cretan	ir_mariandynian	positive	ir_hellenic_g	ir_thrace_group_g	group_positive	ir_hellenic_g.txt
ir_cretan	ir_milyadian	positive	ir_hellenic_g	ir_anatolian_g	group_positive	ir_hellenic_g.txt
ir_cretan	ir_pannonian	positive	ir_hellenic_g	ir_illyrian_group_g	group_positive	ir_hellenic_g.txt
ir_cypriot	ir_cretan	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_cypriot	ir_cyrenaican	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_cypriot	ir_etruscan	positive	ir_hellenic_g	ir_latin_g	group_positive	ir_hellenic_g.txt
ir_cypriot	ir_moesi	positive	ir_hellenic_g	ir_thrace_group_g	group_positive	ir_hellenic_g.txt
ir_cypriot	ir_morimenian	positive	ir_hellenic_g	ir_anatolian_g	group_positive	ir_hellenic_g.txt
ir_cypriot	ir_taulantian	positive	ir_hellenic_g	ir_illyrian_group_g	group_positive	ir_hellenic_g.txt
ir_cyrenaican	ir_abrian	positive	ir_hellenic_g	ir_illyrian_group_g	group_positive	ir_hellenic_g.txt
ir_cyrenaican	ir_cypriot	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_cyrenaican	ir_enetoian	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_cyrenaican	ir_histrian	positive	ir_hellenic_g	ir_latin_g	group_positive	ir_hellenic_g.txt
ir_cyrenaican	ir_mysian	positive	ir_hellenic_g	ir_anatolian_g	group_positive	ir_hellenic_g.txt
ir_cyrenaican	ir_odrysi	positive	ir_hellenic_g	ir_thrace_group_g	group_positive	ir_hellenic_g.txt
ir_daamoti	ir_blemmye	kindred	ir_aksumite_group_g	ir_aksumite_group_g	same_group_kindred	ir_aksumite_group_g.txt
ir_daamoti	ir_erythraean	kindred	ir_aksumite_group_g	ir_aksumite_group_g	same_group_kindred	ir_aksumite_group_g.txt
ir_daamoti	ir_lower_nubian	positive	ir_aksumite_group_g	ir_meroitic_group_g	group_positive	ir_aksumite_group_g.txt
ir_daamoti	ir_nubian	positive	ir_aksumite_group_g	ir_nilotic_group_g	group_positive	ir_aksumite_group_g.txt
ir_daamoti	ir_samad	positive	ir_aksumite_group_g	ir_south_arabian_g	group_positive	ir_aksumite_group_g.txt
ir_dacian	ir_costoboci	kindred	ir_dacia_group_g	ir_dacia_group_g	same_group_kindred	ir_dacia_group_g.txt
ir_dacian	ir_getian	kindred	ir_dacia_group_g	ir_dacia_group_g	same_group_kindred	ir_dacia_group_g.txt
ir_damnonian	ir_carnian	positive	ir_britannic_g	ir_gallic_g	group_positive	ir_britannic_g.txt
ir_damnonian	ir_cornovian	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_damnonian	ir_demetian	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_damnonian	ir_hibernian	positive	ir_britannic_g	ir_gaelic_g	group_positive	ir_britannic_g.txt
ir_damnonian	ir_veliocassian	positive	ir_britannic_g	ir_belgae_group_g	group_positive	ir_britannic_g.txt
ir_daphnitaean	ir_cetianian	kindred	ir_numidian_g	ir_numidian_g	same_group_kindred	ir_numidian_g.txt
ir_daphnitaean	ir_gaetulian	kindred	ir_numidian_g	ir_numidian_g	same_group_kindred	ir_numidian_g.txt
ir_daphnitaean	ir_ilercavonian	positive	ir_numidian_g	ir_iberia_g	group_positive	ir_numidian_g.txt
ir_daphnitaean	ir_jaintia	positive	ir_numidian_g	ir_pu_g	group_positive	ir_numidian_g.txt
ir_daphnitaean	ir_libyan	positive	ir_numidian_g	ir_fezzani_g	group_positive	ir_numidian_g.txt
ir_daphnitaean	ir_middle_egyptian	positive	ir_numidian_g	ir_north_african_g	group_positive	ir_numidian_g.txt
ir_dardanian	ir_aeolian	positive	ir_illyrian_group_g	ir_hellenic_g	group_positive	ir_illyrian_group_g.txt
ir_dardanian	ir_catari	kindred	ir_illyrian_group_g	ir_illyrian_group_g	same_group_kindred	ir_illyrian_group_g.txt
ir_dardanian	ir_deraemestian	kindred	ir_illyrian_group_g	ir_illyrian_group_g	same_group_kindred	ir_illyrian_group_g.txt
ir_dardanian	ir_galatian	positive	ir_illyrian_group_g	ir_celto_pannonian_group_g	group_positive	ir_illyrian_group_g.txt
ir_dardanian	ir_histrian	positive	ir_illyrian_group_g	ir_latin_g	group_positive	ir_illyrian_group_g.txt
ir_dardanian	ir_moesi	positive	ir_illyrian_group_g	ir_thrace_group_g	group_positive	ir_illyrian_group_g.txt
ir_dardic	ir_assaka	positive	ir_aryan_g	ir_indian_g	group_positive	ir_aryan_g.txt
ir_dardic	ir_carmanian	positive	ir_aryan_g	ir_persia_g	group_positive	ir_aryan_g.txt
ir_dardic	ir_cedi	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_dardic	ir_dhivehi	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_dardic	ir_himalayan	positive	ir_aryan_g	ir_pracyan_g	group_positive	ir_aryan_g.txt
ir_dardic	ir_phryni	positive	ir_aryan_g	ir_bactrian_g	group_positive	ir_aryan_g.txt
ir_demetian	ir_aduatacian	positive	ir_britannic_g	ir_belgae_group_g	group_positive	ir_britannic_g.txt
ir_demetian	ir_carnuti	positive	ir_britannic_g	ir_gallic_g	group_positive	ir_britannic_g.txt
ir_demetian	ir_damnonian	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_demetian	ir_dobunnian	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_demetian	ir_manavian	positive	ir_britannic_g	ir_gaelic_g	group_positive	ir_britannic_g.txt
ir_deraemestian	ir_aetolian	positive	ir_illyrian_group_g	ir_hellenic_g	group_positive	ir_illyrian_group_g.txt
ir_deraemestian	ir_dardanian	kindred	ir_illyrian_group_g	ir_illyrian_group_g	same_group_kindred	ir_illyrian_group_g.txt
ir_deraemestian	ir_deurian	kindred	ir_illyrian_group_g	ir_illyrian_group_g	same_group_kindred	ir_illyrian_group_g.txt
ir_deraemestian	ir_ligurian	positive	ir_illyrian_group_g	ir_latin_g	group_positive	ir_illyrian_group_g.txt
ir_deraemestian	ir_odrysi	positive	ir_illyrian_group_g	ir_thrace_group_g	group_positive	ir_illyrian_group_g.txt
ir_deraemestian	ir_tylian	positive	ir_illyrian_group_g	ir_celto_pannonian_group_g	group_positive	ir_illyrian_group_g.txt
ir_derbiccan	ir_alani	kindred	ir_scythia_g	ir_scythia_g	same_group_kindred	ir_scythia_g.txt
ir_derbiccan	ir_cadusian	positive	ir_scythia_g	ir_persia_g	group_positive	ir_scythia_g.txt
ir_derbiccan	ir_cimmerian	positive	ir_scythia_g	ir_scythian_east_g	group_positive	ir_scythia_g.txt
ir_derbiccan	ir_jurcan	kindred	ir_scythia_g	ir_scythia_g	same_group_kindred	ir_scythia_g.txt
ir_derbiccan	ir_nuragic	positive	ir_scythia_g	ir_proto_european_g	group_positive	ir_scythia_g.txt
ir_deurian	ir_arcadian	positive	ir_illyrian_group_g	ir_hellenic_g	group_positive	ir_illyrian_group_g.txt
ir_deurian	ir_deraemestian	kindred	ir_illyrian_group_g	ir_illyrian_group_g	same_group_kindred	ir_illyrian_group_g.txt
ir_deurian	ir_galatian	positive	ir_illyrian_group_g	ir_celto_pannonian_group_g	group_positive	ir_illyrian_group_g.txt
ir_deurian	ir_greco_illyrian	kindred	ir_illyrian_group_g	ir_illyrian_group_g	same_group_kindred	ir_illyrian_group_g.txt
ir_deurian	ir_lucanian	positive	ir_illyrian_group_g	ir_latin_g	group_positive	ir_illyrian_group_g.txt
ir_deurian	ir_triballoi	positive	ir_illyrian_group_g	ir_thrace_group_g	group_positive	ir_illyrian_group_g.txt
ir_dhivehi	ir_cheran	positive	ir_aryan_g	ir_indian_g	group_positive	ir_aryan_g.txt
ir_dhivehi	ir_cossian	positive	ir_aryan_g	ir_persia_g	group_positive	ir_aryan_g.txt
ir_dhivehi	ir_dardic	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_dhivehi	ir_gandhari	kindred	ir_aryan_g	ir_aryan_g	same_group_kindred	ir_aryan_g.txt
ir_dhivehi	ir_kalingan	positive	ir_aryan_g	ir_pracyan_g	group_positive	ir_aryan_g.txt
ir_dhivehi	ir_saka	positive	ir_aryan_g	ir_bactrian_g	group_positive	ir_aryan_g.txt
ir_dobunnian	ir_belgae	positive	ir_britannic_g	ir_belgae_group_g	group_positive	ir_britannic_g.txt
ir_dobunnian	ir_celtic_pannonian	positive	ir_britannic_g	ir_gallic_g	group_positive	ir_britannic_g.txt
ir_dobunnian	ir_demetian	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_dobunnian	ir_dumnonian	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_dobunnian	ir_hibernian	positive	ir_britannic_g	ir_gaelic_g	group_positive	ir_britannic_g.txt
ir_dumnonian	ir_bellovacian	positive	ir_britannic_g	ir_belgae_group_g	group_positive	ir_britannic_g.txt
ir_dumnonian	ir_cotinian	positive	ir_britannic_g	ir_gallic_g	group_positive	ir_britannic_g.txt
ir_dumnonian	ir_dobunnian	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_dumnonian	ir_durotrigan	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_dumnonian	ir_manavian	positive	ir_britannic_g	ir_gaelic_g	group_positive	ir_britannic_g.txt
ir_durotrigan	ir_dumnonian	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_durotrigan	ir_eburonian	positive	ir_britannic_g	ir_belgae_group_g	group_positive	ir_britannic_g.txt
ir_durotrigan	ir_eravisci	positive	ir_britannic_g	ir_gallic_g	group_positive	ir_britannic_g.txt
ir_durotrigan	ir_hibernian	positive	ir_britannic_g	ir_gaelic_g	group_positive	ir_britannic_g.txt
ir_durotrigan	ir_iceni	kindred	ir_britannic_g	ir_britannic_g	same_group_kindred	ir_britannic_g.txt
ir_eburonian	ir_aulercian	positive	ir_belgae_group_g	ir_gallic_g	group_positive	ir_belgae_group_g.txt
ir_eburonian	ir_bellovacian	kindred	ir_belgae_group_g	ir_belgae_group_g	same_group_kindred	ir_belgae_group_g.txt
ir_eburonian	ir_cantian	positive	ir_belgae_group_g	ir_britannic_g	group_positive	ir_belgae_group_g.txt
ir_eburonian	ir_frisian	positive	ir_belgae_group_g	ir_germanic_g	group_positive	ir_belgae_group_g.txt
ir_eburonian	ir_morinian	kindred	ir_belgae_group_g	ir_belgae_group_g	same_group_kindred	ir_belgae_group_g.txt
ir_edetanian	ir_caristian	positive	ir_iberia_g	ir_celt_iberia_g	group_positive	ir_iberia_g.txt
ir_edetanian	ir_cetianian	positive	ir_iberia_g	ir_numidian_g	group_positive	ir_iberia_g.txt
ir_edetanian	ir_contestanian	kindred	ir_iberia_g	ir_iberia_g	same_group_kindred	ir_iberia_g.txt
ir_edetanian	ir_ilercavonian	kindred	ir_iberia_g	ir_iberia_g	same_group_kindred	ir_iberia_g.txt
ir_edetanian	ir_lucanian	positive	ir_iberia_g	ir_latin_g	group_positive	ir_iberia_g.txt
ir_egyptian	ir_abannaean	positive	ir_north_african_g	ir_numidian_g	group_positive	ir_north_african_g.txt
ir_egyptian	ir_atarantian	positive	ir_north_african_g	ir_fezzani_g	group_positive	ir_north_african_g.txt
ir_egyptian	ir_jaintia	positive	ir_north_african_g	ir_pu_g	group_positive	ir_north_african_g.txt
ir_egyptian	ir_middle_egyptian	kindred	ir_north_african_g	ir_north_african_g	same_group_kindred	ir_north_african_g.txt
ir_egyptian	ir_phoenician	positive	ir_north_african_g	ir_west_levantine_g	pair_override	ir_north_african_g.txt
ir_egyptian	ir_upper_egyptian	kindred	ir_north_african_g	ir_north_african_g	same_group_kindred	ir_north_african_g.txt
ir_elamite	ir_cilician	positive	ir_persia_g	ir_anatolian_g	group_positive	ir_persia_g.txt
ir_elamite	ir_cossian	kindred	ir_persia_g	ir_persia_g	same_group_kindred	ir_persia_g.txt
ir_elamite	ir_gandhari	positive	ir_persia_g	ir_aryan_g	group_positive	ir_persia_g.txt
ir_elamite	ir_gedrosian	kindred	ir_persia_g	ir_persia_g	same_group_kindred	ir_persia_g.txt
ir_elamite	ir_khotanese	positive	ir_persia_g	ir_scythia_g	group_positive	ir_persia_g.txt
ir_elamite	ir_shule	positive	ir_persia_g	ir_bactrian_g	group_positive	ir_persia_g.txt
ir_elesycian	ir_cotinian	positive	ir_celt_iberia_g	ir_gallic_g	group_positive	ir_celt_iberia_g.txt
ir_elesycian	ir_couneian	kindred	ir_celt_iberia_g	ir_celt_iberia_g	same_group_kindred	ir_celt_iberia_g.txt
ir_elesycian	ir_lobetanian	kindred	ir_celt_iberia_g	ir_celt_iberia_g	same_group_kindred	ir_celt_iberia_g.txt
ir_elesycian	ir_oretanian	positive	ir_celt_iberia_g	ir_iberia_g	group_positive	ir_celt_iberia_g.txt
ir_elesycian	ir_tylian	positive	ir_celt_iberia_g	ir_celto_pannonian_group_g	group_positive	ir_celt_iberia_g.txt
ir_elesycian	ir_umbrian	positive	ir_celt_iberia_g	ir_latin_g	group_positive	ir_celt_iberia_g.txt
ir_enetoian	ir_catari	positive	ir_hellenic_g	ir_illyrian_group_g	group_positive	ir_hellenic_g.txt
ir_enetoian	ir_cyrenaican	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_enetoian	ir_epirote	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_enetoian	ir_ligurian	positive	ir_hellenic_g	ir_latin_g	group_positive	ir_hellenic_g.txt
ir_enetoian	ir_oroandian	positive	ir_hellenic_g	ir_anatolian_g	group_positive	ir_hellenic_g.txt
ir_enetoian	ir_triballoi	positive	ir_hellenic_g	ir_thrace_group_g	group_positive	ir_hellenic_g.txt
ir_epirote	ir_bithynian	positive	ir_hellenic_g	ir_thrace_group_g	group_positive	ir_hellenic_g.txt
ir_epirote	ir_dardanian	positive	ir_hellenic_g	ir_illyrian_group_g	group_positive	ir_hellenic_g.txt
ir_epirote	ir_enetoian	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_epirote	ir_euboean	kindred	ir_hellenic_g	ir_hellenic_g	same_group_kindred	ir_hellenic_g.txt
ir_epirote	ir_lucanian	positive	ir_hellenic_g	ir_latin_g	group_positive	ir_hellenic_g.txt
ir_epirote	ir_paphlagonian	positive	ir_hellenic_g	ir_anatolian_g	group_positive	ir_hellenic_g.txt
ir_eravisci	ir_cotinian	kindred	ir_gallic_g	ir_gallic_g	same_group_kindred	ir_gallic_g.txt
ir_eravisci	ir_durotrigan	positive	ir_gallic_g	ir_britannic_g	group_positive	ir_gallic_g.txt
ir_eravisci	ir_eburonian	positive	ir_gallic_g	ir_belgae_group_g	group_positive	ir_gallic_g.txt
ir_eravisci	ir_haedui	kindred	ir_gallic_g	ir_gallic_g	same_group_kindred	ir_gallic_g.txt
ir_eravisci	ir_hibernian	positive	ir_gallic_g	ir_gaelic_g	group_positive	ir_gallic_g.txt
ir_eravisci	ir_lobetanian	positive	ir_gallic_g	ir_celt_iberia_g	group_positive	ir_gallic_g.txt
ir_erythraean	ir_daamoti	kindred	ir_aksumite_group_g	ir_aksumite_group_g	same_group_kindred	ir_aksumite_group_g.txt
ir_erythraean	ir_meroitic	positive	ir_aksumite_group_g	ir_meroitic_group_g	group_positive	ir_aksumite_group_g.txt
ir_erythraean	ir_ona	kindred	ir_aksumite_group_g	ir_aksumite_group_g	same_group_kindred	ir_aksumite_group_g.txt
ir_erythraean	ir_rhizophagian	positive	ir_aksumite_group_g	ir_nilotic_group_g	group_positive	ir_aksumite_group_g.txt
ir_erythraean	ir_sheban	positive	ir_aksumite_group_g	ir_south_arabian_g	group_positive	ir_aksumite_group_g.txt
ir_etruscan	ir_aegean	positive	ir_latin_g	ir_hellenic_g	group_positive	ir_latin_g.txt
ir_etruscan	ir_athenian	positive	ir_latin_g	ir_hellenic_g	pair_override	ir_latin_g.txt
ir_etruscan	ir_ausetanian	positive	ir_latin_g	ir_iberia_g	group_positive	ir_latin_g.txt
ir_etruscan	ir_autrigonian	positive	ir_latin_g	ir_celt_iberia_g	group_positive	ir_latin_g.txt
